year	depto	letra	clae2_desc	puestos
2022	Federal	C	Elaboración de bebidas	4
2022	Federal	C	Elaboración de prendas de vestir	3
2022	Federal	C	Elaboración de productos alimenticios	40
2022	Federal	C	Elaboración de productos de madera	15
2022	Federal	C	Elaboración de productos de papel	NA
2022	Federal	C	Elaboración de productos textiles	NA
2022	Federal	C	Fabricación de equipo eléctrico	3
2022	Federal	C	Fabricación de maquinarias	NA
2022	Federal	C	Fabricación de metales comunes	NA
2022	Federal	C	Fabricación de muebles	3
2022	Federal	C	Fabricación de productos de caucho y vidrio	3
2022	Federal	C	Fabricación de productos de vidrio y otros minerales no metálicos	5
2022	Federal	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	10
2022	Federal	C	Fabricación de sustancias químicas	4
2022	Federal	C	Fabricación de vehículos automotores, remolques y semirremolques	17
2022	Federal	C	Otras industrias manufactureras	NA
2022	Federal	D	Suministro de electricidad, gas, vapor y aire acondicionado	6
2022	Federal	E	Captación, tratamiento y distribución de agua	NA
2022	Federal	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2022	Federal	F	Actividades especializadas de construcción 	19
2022	Federal	F	Construcción de edificios y partes	30
2022	Federal	F	Obras de ingeniería civil	142
2022	Federal	G	Comercio al por mayor excepto autos y motos	117
2022	Federal	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	32
2022	Federal	G	Comercio al por menor excepto autos y motos	224
2022	Federal	H	Almacenamiento y actividades de apoyo al transporte	5
2022	Federal	H	Servicio de correo y mensajería	8
2022	Federal	H	Transporte terrestre y por tuberías	73
2022	Federal	I	Servicios de alojamiento	8
2022	Federal	I	Servicios de expendio de alimentos y bebidas	18
2022	Federal	J	Actividades de procesamiento de información	NA
2022	Federal	J	Edición	NA
2022	Federal	J	Programación y transmisiones de TV y radio	9
2022	Federal	J	Servicios de programación, consultoría informática y actividades conexas	4
2022	Federal	J	Telecomunicaciones	NA
2022	Federal	K	Servicios auxiliares de la actividad financiera y de seguros	5
2022	Federal	K	Servicios de seguros, reaseguros y pensiones	7
2022	Federal	K	Servicios financieros (excepto seguros y pensiones)	25
2022	Federal	L	Servicios inmobiliarios	17
2022	Federal	M	Investigación y desarrollo científico	NA
2022	Federal	M	Otras actividades profesionales, científicas y técnicas	NA
2022	Federal	M	Servicios de arquitectura e ingeniería	6
2022	Federal	M	Servicios de publicidad e investigación de mercado	NA
2022	Federal	M	Servicios jurídicos y de contabilidad	20
2022	Federal	M	Servicios veterinarios	5
2022	Federal	M	Servicios y asesoramiento de dirección y gestión empresarial	8
2022	Federal	N	Actividades administrativas y de apoyo a oficinas y empresas	10
2022	Federal	N	Actividades de investigación y seguridad	12
2022	Federal	N	Agencias de viajes, servicios de reservas y actividades conexas	NA
2022	Federal	N	Alquiler y arrendamiento	NA
2022	Federal	N	Servicios a edificios y actividades de jardinería	12
2022	Federal	N	Servicios de obtención y dotación de personal	NA
2022	Federal	P	Enseñanza	193
2022	Federal	Q	Actividades de atención en instituciones	NA
2022	Federal	Q	Actividades de atención sin alojamiento	NA
2022	Federal	Q	Servicios de salud humana	42
2022	Federal	R	Actividades deportivas, recreativas y de entretenimiento	5
2022	Federal	R	Juegos de azar y apuestas	5
2022	Federal	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2022	Federal	S	Otros servicios personales	6
2022	Federal	S	Servicios de asociaciones	63
2022	Feliciano	Otro	Otros sectores	NA
2022	Feliciano	A	Agricultura, ganadería, caza y servicios relacionados	418
2022	Feliciano	A	Pesca y acuicultura	NA
2022	Feliciano	A	Silvicultura y explotación forestal	3
2022	Feliciano	B	Extracción de otros minerales	NA
2022	Feliciano	C	Elaboracion de productos farmacéuticos	4
2022	Feliciano	C	Elaboración de productos alimenticios	43
2022	Feliciano	C	Elaboración de productos de cuero y calzado	NA
2022	Feliciano	C	Elaboración de productos de madera	6
2022	Feliciano	C	Elaboración de productos de papel	NA
2022	Feliciano	C	Fabricación de equipo eléctrico	NA
2022	Feliciano	C	Fabricación de maquinarias	4
2022	Feliciano	C	Fabricación de muebles	NA
2022	Feliciano	C	Fabricación de otros equipos de transporte	NA
2022	Feliciano	C	Fabricación de productos de caucho y vidrio	NA
2022	Feliciano	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2022	Feliciano	C	Fabricación de productos de vidrio y otros minerales no metálicos	4
2022	Feliciano	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	4
2022	Feliciano	D	Suministro de electricidad, gas, vapor y aire acondicionado	4
2022	Feliciano	E	Captación, tratamiento y distribución de agua	8
2022	Feliciano	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2022	Feliciano	F	Actividades especializadas de construcción 	8
2022	Feliciano	F	Construcción de edificios y partes	31
2022	Feliciano	F	Obras de ingeniería civil	55
2022	Feliciano	G	Comercio al por mayor excepto autos y motos	14
2022	Feliciano	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	5
2022	Feliciano	G	Comercio al por menor excepto autos y motos	114
2022	Feliciano	H	Almacenamiento y actividades de apoyo al transporte	3
2022	Feliciano	H	Servicio de correo y mensajería	7
2022	Feliciano	H	Transporte terrestre y por tuberías	16
2022	Feliciano	I	Servicios de alojamiento	27
2022	Feliciano	I	Servicios de expendio de alimentos y bebidas	7
2022	Feliciano	J	Programación y transmisiones de TV y radio	3
2022	Feliciano	J	Servicios de programación, consultoría informática y actividades conexas	NA
2022	Feliciano	J	Telecomunicaciones	NA
2022	Feliciano	K	Servicios de seguros, reaseguros y pensiones	3
2022	Feliciano	K	Servicios financieros (excepto seguros y pensiones)	25
2022	Feliciano	L	Servicios inmobiliarios	13
2022	Feliciano	M	Otras actividades profesionales, científicas y técnicas	NA
2022	Feliciano	M	Servicios de arquitectura e ingeniería	3
2022	Feliciano	M	Servicios jurídicos y de contabilidad	11
2022	Feliciano	M	Servicios y asesoramiento de dirección y gestión empresarial	3
2022	Feliciano	N	Actividades administrativas y de apoyo a oficinas y empresas	10
2022	Feliciano	N	Actividades de investigación y seguridad	4
2022	Feliciano	N	Alquiler y arrendamiento	3
2022	Feliciano	N	Servicios a edificios y actividades de jardinería	6
2022	Feliciano	P	Enseñanza	78
2022	Feliciano	Q	Actividades de atención en instituciones	NA
2022	Feliciano	Q	Actividades de atención sin alojamiento	NA
2022	Feliciano	Q	Servicios de salud humana	18
2022	Feliciano	R	Actividades deportivas, recreativas y de entretenimiento	NA
2022	Feliciano	S	Servicios de asociaciones	18
2022	Gualeguay	Otro	Otros sectores	11
2022	Gualeguay	A	Agricultura, ganadería, caza y servicios relacionados	996
2022	Gualeguay	A	Pesca y acuicultura	3
2022	Gualeguay	A	Silvicultura y explotación forestal	10
2022	Gualeguay	B	Actividades de apoyo al petróleo y la minería	3
2022	Gualeguay	B	Extracción de minerales metálicos	3
2022	Gualeguay	B	Extracción de otros minerales	11
2022	Gualeguay	B	Extracción de petróleo crudo y gas natural	NA
2022	Gualeguay	C	Elaboracion de productos farmacéuticos	4
2022	Gualeguay	C	Elaboración de bebidas	18
2022	Gualeguay	C	Elaboración de prendas de vestir	3
2022	Gualeguay	C	Elaboración de productos alimenticios	1539
2022	Gualeguay	C	Elaboración de productos de cuero y calzado	12
2022	Gualeguay	C	Elaboración de productos de madera	7
2022	Gualeguay	C	Elaboración de productos de papel	3
2022	Gualeguay	C	Elaboración de productos textiles	4
2022	Gualeguay	C	Fabricación de equipo eléctrico	8
2022	Gualeguay	C	Fabricación de maquinarias	4
2022	Gualeguay	C	Fabricación de metales comunes	5
2022	Gualeguay	C	Fabricación de muebles	NA
2022	Gualeguay	C	Fabricación de otros equipos de transporte	4
2022	Gualeguay	C	Fabricación de productos de caucho y vidrio	10
2022	Gualeguay	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2022	Gualeguay	C	Fabricación de productos de refinación de petróleo	NA
2022	Gualeguay	C	Fabricación de productos de vidrio y otros minerales no metálicos	3
2022	Gualeguay	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	121
2022	Gualeguay	C	Fabricación de sustancias químicas	13
2022	Gualeguay	C	Fabricación de vehículos automotores, remolques y semirremolques	22
2022	Gualeguay	C	Imprentas y editoriales	6
2022	Gualeguay	C	Otras industrias manufactureras	5
2022	Gualeguay	C	Reparación e instalación de maquinaria y equipo	3
2022	Gualeguay	D	Suministro de electricidad, gas, vapor y aire acondicionado	32
2022	Gualeguay	E	Captación, tratamiento y distribución de agua	8
2022	Gualeguay	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	36
2022	Gualeguay	F	Actividades especializadas de construcción 	38
2022	Gualeguay	F	Construcción de edificios y partes	49
2022	Gualeguay	F	Obras de ingeniería civil	318
2022	Gualeguay	G	Comercio al por mayor excepto autos y motos	510
2022	Gualeguay	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	52
2022	Gualeguay	G	Comercio al por menor excepto autos y motos	649
2022	Gualeguay	H	Almacenamiento y actividades de apoyo al transporte	22
2022	Gualeguay	H	Servicio de correo y mensajería	17
2022	Gualeguay	H	Transporte aéreo	3
2022	Gualeguay	H	Transporte terrestre y por tuberías	259
2022	Gualeguay	I	Servicios de alojamiento	40
2022	Gualeguay	I	Servicios de expendio de alimentos y bebidas	80
2022	Gualeguay	J	Edición	8
2022	Gualeguay	J	Programación y transmisiones de TV y radio	34
2022	Gualeguay	J	Servicios audiovisuales	5
2022	Gualeguay	J	Servicios de programación, consultoría informática y actividades conexas	26
2022	Gualeguay	J	Telecomunicaciones	27
2022	Gualeguay	K	Servicios auxiliares de la actividad financiera y de seguros	17
2022	Gualeguay	K	Servicios de seguros, reaseguros y pensiones	40
2022	Gualeguay	K	Servicios financieros (excepto seguros y pensiones)	57
2022	Gualeguay	L	Servicios inmobiliarios	47
2022	Gualeguay	M	Investigación y desarrollo científico	3
2022	Gualeguay	M	Otras actividades profesionales, científicas y técnicas	NA
2022	Gualeguay	M	Servicios de arquitectura e ingeniería	5
2022	Gualeguay	M	Servicios de publicidad e investigación de mercado	5
2022	Gualeguay	M	Servicios jurídicos y de contabilidad	61
2022	Gualeguay	M	Servicios veterinarios	3
2022	Gualeguay	M	Servicios y asesoramiento de dirección y gestión empresarial	21
2022	Gualeguay	N	Actividades administrativas y de apoyo a oficinas y empresas	19
2022	Gualeguay	N	Actividades de investigación y seguridad	25
2022	Gualeguay	N	Agencias de viajes, servicios de reservas y actividades conexas	6
2022	Gualeguay	N	Alquiler y arrendamiento	26
2022	Gualeguay	N	Servicios a edificios y actividades de jardinería	32
2022	Gualeguay	N	Servicios de obtención y dotación de personal	4
2022	Gualeguay	P	Enseñanza	579
2022	Gualeguay	Q	Actividades de atención en instituciones	13
2022	Gualeguay	Q	Actividades de atención sin alojamiento	NA
2022	Gualeguay	Q	Servicios de salud humana	159
2022	Gualeguay	R	Actividades deportivas, recreativas y de entretenimiento	11
2022	Gualeguay	R	Juegos de azar y apuestas	12
2022	Gualeguay	R	Servicios artísticos y de espectáculos	3
2022	Gualeguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2022	Gualeguay	S	Otros servicios personales	11
2022	Gualeguay	S	Reparación de computadoras y equipos de uso doméstico	NA
2022	Gualeguay	S	Servicios de asociaciones	115
2022	Gualeguaychú	Otro	Otros sectores	35
2022	Gualeguaychú	A	Agricultura, ganadería, caza y servicios relacionados	1337
2022	Gualeguaychú	A	Pesca y acuicultura	6
2022	Gualeguaychú	A	Silvicultura y explotación forestal	75
2022	Gualeguaychú	B	Actividades de apoyo al petróleo y la minería	4
2022	Gualeguaychú	B	Extracción de carbón y lignito	NA
2022	Gualeguaychú	B	Extracción de otros minerales	41
2022	Gualeguaychú	B	Extracción de petróleo crudo y gas natural	18
2022	Gualeguaychú	C	Elaboracion de productos farmacéuticos	24
2022	Gualeguaychú	C	Elaboración de bebidas	529
2022	Gualeguaychú	C	Elaboración de prendas de vestir	19
2022	Gualeguaychú	C	Elaboración de productos alimenticios	926
2022	Gualeguaychú	C	Elaboración de productos de cuero y calzado	6
2022	Gualeguaychú	C	Elaboración de productos de madera	74
2022	Gualeguaychú	C	Elaboración de productos de papel	66
2022	Gualeguaychú	C	Elaboración de productos de tabaco	NA
2022	Gualeguaychú	C	Elaboración de productos textiles	109
2022	Gualeguaychú	C	Fabricación de equipo eléctrico	223
2022	Gualeguaychú	C	Fabricación de maquinarias	89
2022	Gualeguaychú	C	Fabricación de metales comunes	48
2022	Gualeguaychú	C	Fabricación de muebles	7
2022	Gualeguaychú	C	Fabricación de otros equipos de transporte	17
2022	Gualeguaychú	C	Fabricación de productos de caucho y vidrio	186
2022	Gualeguaychú	C	Fabricación de productos de informática, de electrónica y de óptica	5
2022	Gualeguaychú	C	Fabricación de productos de refinación de petróleo	4
2022	Gualeguaychú	C	Fabricación de productos de vidrio y otros minerales no metálicos	46
2022	Gualeguaychú	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	280
2022	Gualeguaychú	C	Fabricación de sustancias químicas	331
2022	Gualeguaychú	C	Fabricación de vehículos automotores, remolques y semirremolques	541
2022	Gualeguaychú	C	Imprentas y editoriales	24
2022	Gualeguaychú	C	Otras industrias manufactureras	10
2022	Gualeguaychú	C	Reparación e instalación de maquinaria y equipo	18
2022	Gualeguaychú	D	Suministro de electricidad, gas, vapor y aire acondicionado	160
2022	Gualeguaychú	E	Captación, tratamiento y distribución de agua	19
2022	Gualeguaychú	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	22
2022	Gualeguaychú	F	Actividades especializadas de construcción 	134
2022	Gualeguaychú	F	Construcción de edificios y partes	289
2022	Gualeguaychú	F	Obras de ingeniería civil	283
2022	Gualeguaychú	G	Comercio al por mayor excepto autos y motos	1136
2022	Gualeguaychú	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	158
2022	Gualeguaychú	G	Comercio al por menor excepto autos y motos	1645
2022	Gualeguaychú	H	Almacenamiento y actividades de apoyo al transporte	157
