year	depto	letra	clae2_desc	puestos
2018	Islas del Ibicuy	L	Servicios inmobiliarios	6
2018	Islas del Ibicuy	M	Servicios de arquitectura e ingeniería	NA
2018	Islas del Ibicuy	M	Servicios de publicidad e investigación de mercado	NA
2018	Islas del Ibicuy	M	Servicios jurídicos y de contabilidad	NA
2018	Islas del Ibicuy	M	Servicios veterinarios	NA
2018	Islas del Ibicuy	M	Servicios y asesoramiento de dirección y gestión empresarial	5
2018	Islas del Ibicuy	N	Actividades administrativas y de apoyo a oficinas y empresas	4
2018	Islas del Ibicuy	N	Actividades de investigación y seguridad	15
2018	Islas del Ibicuy	N	Servicios a edificios y actividades de jardinería	12
2018	Islas del Ibicuy	N	Servicios de obtención y dotación de personal	NA
2018	Islas del Ibicuy	P	Enseñanza	65
2018	Islas del Ibicuy	Q	Servicios de salud humana	4
2018	Islas del Ibicuy	R	Actividades deportivas, recreativas y de entretenimiento	9
2018	Islas del Ibicuy	R	Juegos de azar y apuestas	3
2018	Islas del Ibicuy	S	Otros servicios personales	NA
2018	Islas del Ibicuy	S	Servicios de asociaciones	26
2018	La Paz	Otro	Otros sectores	13
2018	La Paz	A	Agricultura, ganadería, caza y servicios relacionados	1507
2018	La Paz	A	Pesca y acuicultura	35
2018	La Paz	A	Silvicultura y explotación forestal	14
2018	La Paz	B	Actividades de apoyo al petróleo y la minería	5
2018	La Paz	B	Extracción de otros minerales	58
2018	La Paz	B	Extracción de petróleo crudo y gas natural	3
2018	La Paz	C	Elaboracion de productos farmacéuticos	8
2018	La Paz	C	Elaboración de bebidas	9
2018	La Paz	C	Elaboración de prendas de vestir	8
2018	La Paz	C	Elaboración de productos alimenticios	551
2018	La Paz	C	Elaboración de productos de cuero y calzado	4
2018	La Paz	C	Elaboración de productos de madera	48
2018	La Paz	C	Elaboración de productos de papel	8
2018	La Paz	C	Elaboración de productos textiles	5
2018	La Paz	C	Fabricación de equipo eléctrico	3
2018	La Paz	C	Fabricación de maquinarias	13
2018	La Paz	C	Fabricación de metales comunes	9
2018	La Paz	C	Fabricación de muebles	23
2018	La Paz	C	Fabricación de otros equipos de transporte	3
2018	La Paz	C	Fabricación de productos de caucho y vidrio	20
2018	La Paz	C	Fabricación de productos de informática, de electrónica y de óptica	3
2018	La Paz	C	Fabricación de productos de refinación de petróleo	NA
2018	La Paz	C	Fabricación de productos de vidrio y otros minerales no metálicos	78
2018	La Paz	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	44
2018	La Paz	C	Fabricación de sustancias químicas	7
2018	La Paz	C	Fabricación de vehículos automotores, remolques y semirremolques	15
2018	La Paz	C	Otras industrias manufactureras	5
2018	La Paz	C	Reparación e instalación de maquinaria y equipo	3
2018	La Paz	D	Suministro de electricidad, gas, vapor y aire acondicionado	63
2018	La Paz	E	Captación, tratamiento y distribución de agua	7
2018	La Paz	E	Descontaminación y otros servicios	NA
2018	La Paz	E	Evacuación de aguas residuales	NA
2018	La Paz	F	Actividades especializadas de construcción 	63
2018	La Paz	F	Construcción de edificios y partes	151
2018	La Paz	F	Obras de ingeniería civil	220
2018	La Paz	G	Comercio al por mayor excepto autos y motos	372
2018	La Paz	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	53
2018	La Paz	G	Comercio al por menor excepto autos y motos	601
2018	La Paz	H	Almacenamiento y actividades de apoyo al transporte	29
2018	La Paz	H	Servicio de correo y mensajería	27
2018	La Paz	H	Transporte acuático	5
2018	La Paz	H	Transporte aéreo	NA
2018	La Paz	H	Transporte terrestre y por tuberías	157
2018	La Paz	I	Servicios de alojamiento	38
2018	La Paz	I	Servicios de expendio de alimentos y bebidas	62
2018	La Paz	J	Programación y transmisiones de TV y radio	31
2018	La Paz	J	Servicios de programación, consultoría informática y actividades conexas	6
2018	La Paz	J	Telecomunicaciones	11
2018	La Paz	K	Servicios auxiliares de la actividad financiera y de seguros	3
2018	La Paz	K	Servicios de seguros, reaseguros y pensiones	27
2018	La Paz	K	Servicios financieros (excepto seguros y pensiones)	80
2018	La Paz	L	Servicios inmobiliarios	60
2018	La Paz	M	Investigación y desarrollo científico	4
2018	La Paz	M	Otras actividades profesionales, científicas y técnicas	3
2018	La Paz	M	Servicios de arquitectura e ingeniería	14
2018	La Paz	M	Servicios de publicidad e investigación de mercado	NA
2018	La Paz	M	Servicios jurídicos y de contabilidad	45
2018	La Paz	M	Servicios y asesoramiento de dirección y gestión empresarial	11
2018	La Paz	N	Actividades administrativas y de apoyo a oficinas y empresas	33
2018	La Paz	N	Actividades de investigación y seguridad	32
2018	La Paz	N	Agencias de viajes, servicios de reservas y actividades conexas	NA
2018	La Paz	N	Alquiler y arrendamiento	50
2018	La Paz	N	Servicios a edificios y actividades de jardinería	29
2018	La Paz	N	Servicios de obtención y dotación de personal	6
2018	La Paz	P	Enseñanza	782
2018	La Paz	Q	Actividades de atención en instituciones	4
2018	La Paz	Q	Actividades de atención sin alojamiento	NA
2018	La Paz	Q	Servicios de salud humana	159
2018	La Paz	R	Actividades deportivas, recreativas y de entretenimiento	10
2018	La Paz	R	Juegos de azar y apuestas	12
2018	La Paz	S	Otros servicios personales	17
2018	La Paz	S	Reparación de computadoras y equipos de uso doméstico	NA
2018	La Paz	S	Servicios de asociaciones	261
2018	Nogoyá	Otro	Otros sectores	5
2018	Nogoyá	A	Agricultura, ganadería, caza y servicios relacionados	679
2018	Nogoyá	A	Pesca y acuicultura	NA
2018	Nogoyá	B	Actividades de apoyo al petróleo y la minería	NA
2018	Nogoyá	B	Extracción de minerales metálicos	NA
2018	Nogoyá	B	Extracción de petróleo crudo y gas natural	NA
2018	Nogoyá	C	Elaboracion de productos farmacéuticos	3
2018	Nogoyá	C	Elaboración de bebidas	9
2018	Nogoyá	C	Elaboración de prendas de vestir	NA
2018	Nogoyá	C	Elaboración de productos alimenticios	543
2018	Nogoyá	C	Elaboración de productos de cuero y calzado	7
2018	Nogoyá	C	Elaboración de productos de madera	NA
2018	Nogoyá	C	Elaboración de productos de papel	NA
2018	Nogoyá	C	Elaboración de productos de tabaco	NA
2018	Nogoyá	C	Elaboración de productos textiles	3
2018	Nogoyá	C	Fabricación de equipo eléctrico	NA
2018	Nogoyá	C	Fabricación de maquinarias	7
2018	Nogoyá	C	Fabricación de metales comunes	72
2018	Nogoyá	C	Fabricación de muebles	NA
2018	Nogoyá	C	Fabricación de otros equipos de transporte	NA
2018	Nogoyá	C	Fabricación de productos de caucho y vidrio	8
2018	Nogoyá	C	Fabricación de productos de informática, de electrónica y de óptica	3
2018	Nogoyá	C	Fabricación de productos de vidrio y otros minerales no metálicos	14
2018	Nogoyá	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	64
2018	Nogoyá	C	Fabricación de sustancias químicas	41
2018	Nogoyá	C	Fabricación de vehículos automotores, remolques y semirremolques	9
2018	Nogoyá	C	Imprentas y editoriales	4
2018	Nogoyá	C	Otras industrias manufactureras	10
2018	Nogoyá	D	Suministro de electricidad, gas, vapor y aire acondicionado	48
2018	Nogoyá	E	Captación, tratamiento y distribución de agua	4
2018	Nogoyá	F	Actividades especializadas de construcción 	13
2018	Nogoyá	F	Construcción de edificios y partes	49
2018	Nogoyá	F	Obras de ingeniería civil	64
2018	Nogoyá	G	Comercio al por mayor excepto autos y motos	332
2018	Nogoyá	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	46
2018	Nogoyá	G	Comercio al por menor excepto autos y motos	458
2018	Nogoyá	H	Almacenamiento y actividades de apoyo al transporte	7
2018	Nogoyá	H	Servicio de correo y mensajería	19
2018	Nogoyá	H	Transporte acuático	NA
2018	Nogoyá	H	Transporte aéreo	NA
2018	Nogoyá	H	Transporte terrestre y por tuberías	191
2018	Nogoyá	I	Servicios de alojamiento	21
2018	Nogoyá	I	Servicios de expendio de alimentos y bebidas	37
2018	Nogoyá	J	Edición	7
2018	Nogoyá	J	Programación y transmisiones de TV y radio	16
2018	Nogoyá	J	Servicios audiovisuales	NA
2018	Nogoyá	J	Servicios de programación, consultoría informática y actividades conexas	5
2018	Nogoyá	J	Telecomunicaciones	15
2018	Nogoyá	K	Servicios auxiliares de la actividad financiera y de seguros	10
2018	Nogoyá	K	Servicios de seguros, reaseguros y pensiones	18
2018	Nogoyá	K	Servicios financieros (excepto seguros y pensiones)	57
2018	Nogoyá	L	Servicios inmobiliarios	30
2018	Nogoyá	M	Investigación y desarrollo científico	3
2018	Nogoyá	M	Otras actividades profesionales, científicas y técnicas	NA
2018	Nogoyá	M	Servicios de arquitectura e ingeniería	5
2018	Nogoyá	M	Servicios de publicidad e investigación de mercado	5
2018	Nogoyá	M	Servicios jurídicos y de contabilidad	34
2018	Nogoyá	M	Servicios veterinarios	3
2018	Nogoyá	M	Servicios y asesoramiento de dirección y gestión empresarial	7
2018	Nogoyá	N	Actividades administrativas y de apoyo a oficinas y empresas	34
2018	Nogoyá	N	Actividades de investigación y seguridad	19
2018	Nogoyá	N	Agencias de viajes, servicios de reservas y actividades conexas	3
2018	Nogoyá	N	Alquiler y arrendamiento	16
2018	Nogoyá	N	Servicios a edificios y actividades de jardinería	22
2018	Nogoyá	N	Servicios de obtención y dotación de personal	NA
2018	Nogoyá	P	Enseñanza	610
2018	Nogoyá	Q	Actividades de atención en instituciones	NA
2018	Nogoyá	Q	Servicios de salud humana	86
2018	Nogoyá	R	Actividades deportivas, recreativas y de entretenimiento	10
2018	Nogoyá	R	Juegos de azar y apuestas	7
2018	Nogoyá	R	Servicios artísticos y de espectáculos	3
2018	Nogoyá	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2018	Nogoyá	S	Otros servicios personales	11
2018	Nogoyá	S	Reparación de computadoras y equipos de uso doméstico	4
2018	Nogoyá	S	Servicios de asociaciones	93
2018	Paraná	Otro	Otros sectores	168
2018	Paraná	A	Agricultura, ganadería, caza y servicios relacionados	1482
2018	Paraná	A	Pesca y acuicultura	76
2018	Paraná	A	Silvicultura y explotación forestal	4
2018	Paraná	B	Actividades de apoyo al petróleo y la minería	14
2018	Paraná	B	Extracción de minerales metálicos	3
2018	Paraná	B	Extracción de otros minerales	152
2018	Paraná	B	Extracción de petróleo crudo y gas natural	12
2018	Paraná	C	Elaboracion de productos farmacéuticos	508
2018	Paraná	C	Elaboración de bebidas	201
2018	Paraná	C	Elaboración de prendas de vestir	70
2018	Paraná	C	Elaboración de productos alimenticios	3742
2018	Paraná	C	Elaboración de productos de cuero y calzado	37
2018	Paraná	C	Elaboración de productos de madera	173
2018	Paraná	C	Elaboración de productos de papel	492
2018	Paraná	C	Elaboración de productos de tabaco	8
2018	Paraná	C	Elaboración de productos textiles	58
2018	Paraná	C	Fabricación de equipo eléctrico	300
2018	Paraná	C	Fabricación de maquinarias	176
2018	Paraná	C	Fabricación de metales comunes	111
2018	Paraná	C	Fabricación de muebles	490
2018	Paraná	C	Fabricación de otros equipos de transporte	16
2018	Paraná	C	Fabricación de productos de caucho y vidrio	512
2018	Paraná	C	Fabricación de productos de informática, de electrónica y de óptica	44
2018	Paraná	C	Fabricación de productos de refinación de petróleo	5
2018	Paraná	C	Fabricación de productos de vidrio y otros minerales no metálicos	207
2018	Paraná	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	573
2018	Paraná	C	Fabricación de sustancias químicas	124
2018	Paraná	C	Fabricación de vehículos automotores, remolques y semirremolques	207
2018	Paraná	C	Imprentas y editoriales	52
2018	Paraná	C	Otras industrias manufactureras	174
2018	Paraná	C	Reparación e instalación de maquinaria y equipo	26
2018	Paraná	D	Suministro de electricidad, gas, vapor y aire acondicionado	658
2018	Paraná	E	Captación, tratamiento y distribución de agua	45
2018	Paraná	E	Evacuación de aguas residuales	NA
2018	Paraná	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	30
2018	Paraná	F	Actividades especializadas de construcción 	317
2018	Paraná	F	Construcción de edificios y partes	1711
2018	Paraná	F	Obras de ingeniería civil	1590
2018	Paraná	G	Comercio al por mayor excepto autos y motos	3192
2018	Paraná	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	1311
2018	Paraná	G	Comercio al por menor excepto autos y motos	6088
2018	Paraná	H	Almacenamiento y actividades de apoyo al transporte	207
2018	Paraná	H	Servicio de correo y mensajería	336
2018	Paraná	H	Transporte acuático	32
2018	Paraná	H	Transporte aéreo	31
2018	Paraná	H	Transporte terrestre y por tuberías	2364
2018	Paraná	I	Servicios de alojamiento	285
2018	Paraná	I	Servicios de expendio de alimentos y bebidas	874
2018	Paraná	J	Actividades de procesamiento de información	28
2018	Paraná	J	Edición	225
2018	Paraná	J	Programación y transmisiones de TV y radio	274
2018	Paraná	J	Servicios audiovisuales	26
2018	Paraná	J	Servicios de programación, consultoría informática y actividades conexas	338
2018	Paraná	J	Telecomunicaciones	466
2018	Paraná	K	Servicios auxiliares de la actividad financiera y de seguros	89
2018	Paraná	K	Servicios de seguros, reaseguros y pensiones	726
2018	Paraná	K	Servicios financieros (excepto seguros y pensiones)	1095
2018	Paraná	L	Servicios inmobiliarios	388
2018	Paraná	M	Investigación y desarrollo científico	55
2018	Paraná	M	Otras actividades profesionales, científicas y técnicas	18
2018	Paraná	M	Servicios de arquitectura e ingeniería	129
2018	Paraná	M	Servicios de publicidad e investigación de mercado	97
2018	Paraná	M	Servicios jurídicos y de contabilidad	309
2018	Paraná	M	Servicios veterinarios	22
2018	Paraná	M	Servicios y asesoramiento de dirección y gestión empresarial	124
2018	Paraná	N	Actividades administrativas y de apoyo a oficinas y empresas	745
2018	Paraná	N	Actividades de investigación y seguridad	575
2018	Paraná	N	Agencias de viajes, servicios de reservas y actividades conexas	138
2018	Paraná	N	Alquiler y arrendamiento	52
2018	Paraná	N	Servicios a edificios y actividades de jardinería	434
2018	Paraná	N	Servicios de obtención y dotación de personal	60
2018	Paraná	P	Enseñanza	5046
2018	Paraná	Q	Actividades de atención en instituciones	217
2018	Paraná	Q	Actividades de atención sin alojamiento	7
2018	Paraná	Q	Servicios de salud humana	2341
2018	Paraná	R	Actividades deportivas, recreativas y de entretenimiento	478
2018	Paraná	R	Juegos de azar y apuestas	290
2018	Paraná	R	Servicios artísticos y de espectáculos	10
2018	Paraná	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	13
2018	Paraná	S	Otros servicios personales	291
2018	Paraná	S	Reparación de computadoras y equipos de uso doméstico	61
2018	Paraná	S	Servicios de asociaciones	2560
2018	San Salvador	Otro	Otros sectores	9
2018	San Salvador	A	Agricultura, ganadería, caza y servicios relacionados	499
2018	San Salvador	A	Silvicultura y explotación forestal	4
2018	San Salvador	B	Extracción de otros minerales	NA
2018	San Salvador	B	Extracción de petróleo crudo y gas natural	NA
2018	San Salvador	C	Elaboración de bebidas	NA
2018	San Salvador	C	Elaboración de prendas de vestir	NA
2018	San Salvador	C	Elaboración de productos alimenticios	467
2018	San Salvador	C	Elaboración de productos de madera	14
2018	San Salvador	C	Elaboración de productos textiles	5
2018	San Salvador	C	Fabricación de equipo eléctrico	NA
2018	San Salvador	C	Fabricación de maquinarias	20
2018	San Salvador	C	Fabricación de metales comunes	NA
2018	San Salvador	C	Fabricación de muebles	NA
2018	San Salvador	C	Fabricación de otros equipos de transporte	NA
2018	San Salvador	C	Fabricación de productos de caucho y vidrio	NA
2018	San Salvador	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2018	San Salvador	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	14
2018	San Salvador	C	Fabricación de sustancias químicas	11
2018	San Salvador	C	Fabricación de vehículos automotores, remolques y semirremolques	9
2018	San Salvador	C	Otras industrias manufactureras	NA
2018	San Salvador	C	Reparación e instalación de maquinaria y equipo	5
2018	San Salvador	D	Suministro de electricidad, gas, vapor y aire acondicionado	21
2018	San Salvador	E	Captación, tratamiento y distribución de agua	5
2018	San Salvador	F	Actividades especializadas de construcción 	19
2018	San Salvador	F	Construcción de edificios y partes	33
2018	San Salvador	F	Obras de ingeniería civil	115
2018	San Salvador	G	Comercio al por mayor excepto autos y motos	82
2018	San Salvador	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	17
2018	San Salvador	G	Comercio al por menor excepto autos y motos	163
2018	San Salvador	H	Almacenamiento y actividades de apoyo al transporte	5
2018	San Salvador	H	Servicio de correo y mensajería	7
2018	San Salvador	H	Transporte terrestre y por tuberías	103
2018	San Salvador	I	Servicios de alojamiento	6
2018	San Salvador	I	Servicios de expendio de alimentos y bebidas	18
2018	San Salvador	J	Actividades de procesamiento de información	NA
2018	San Salvador	J	Edición	NA
2018	San Salvador	J	Programación y transmisiones de TV y radio	20
2018	San Salvador	J	Servicios de programación, consultoría informática y actividades conexas	3
2018	San Salvador	J	Telecomunicaciones	7
2018	San Salvador	K	Servicios auxiliares de la actividad financiera y de seguros	6
2018	San Salvador	K	Servicios de seguros, reaseguros y pensiones	8
2018	San Salvador	K	Servicios financieros (excepto seguros y pensiones)	41
2018	San Salvador	L	Servicios inmobiliarios	15
2018	San Salvador	M	Investigación y desarrollo científico	NA
2018	San Salvador	M	Otras actividades profesionales, científicas y técnicas	NA
2018	San Salvador	M	Servicios de arquitectura e ingeniería	4
2018	San Salvador	M	Servicios de publicidad e investigación de mercado	NA
2018	San Salvador	M	Servicios jurídicos y de contabilidad	19
2018	San Salvador	M	Servicios veterinarios	NA
2018	San Salvador	M	Servicios y asesoramiento de dirección y gestión empresarial	9
2018	San Salvador	N	Actividades administrativas y de apoyo a oficinas y empresas	9
2018	San Salvador	N	Actividades de investigación y seguridad	8
2018	San Salvador	N	Agencias de viajes, servicios de reservas y actividades conexas	NA
2018	San Salvador	N	Alquiler y arrendamiento	3
2018	San Salvador	N	Servicios a edificios y actividades de jardinería	13
2018	San Salvador	N	Servicios de obtención y dotación de personal	3
2018	San Salvador	P	Enseñanza	79
2018	San Salvador	Q	Servicios de salud humana	17
2018	San Salvador	R	Actividades deportivas, recreativas y de entretenimiento	NA
2018	San Salvador	R	Juegos de azar y apuestas	NA
2018	San Salvador	S	Otros servicios personales	4
2018	San Salvador	S	Servicios de asociaciones	23
2018	Tala	Otro	Otros sectores	10
2018	Tala	A	Agricultura, ganadería, caza y servicios relacionados	460
2018	Tala	A	Pesca y acuicultura	3
2018	Tala	A	Silvicultura y explotación forestal	NA
2018	Tala	B	Actividades de apoyo al petróleo y la minería	3
2018	Tala	B	Extracción de minerales metálicos	NA
2018	Tala	B	Extracción de otros minerales	4
2018	Tala	C	Elaboracion de productos farmacéuticos	NA
2018	Tala	C	Elaboración de bebidas	3
2018	Tala	C	Elaboración de prendas de vestir	NA
2018	Tala	C	Elaboración de productos alimenticios	171
2018	Tala	C	Elaboración de productos de cuero y calzado	NA
2018	Tala	C	Elaboración de productos de madera	30
2018	Tala	C	Elaboración de productos textiles	NA
2018	Tala	C	Fabricación de equipo eléctrico	3
2018	Tala	C	Fabricación de maquinarias	5
2018	Tala	C	Fabricación de metales comunes	4
2018	Tala	C	Fabricación de muebles	3
2018	Tala	C	Fabricación de productos de caucho y vidrio	8
2018	Tala	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2018	Tala	C	Fabricación de productos de refinación de petróleo	NA
2018	Tala	C	Fabricación de productos de vidrio y otros minerales no metálicos	NA
2018	Tala	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	16
2018	Tala	C	Fabricación de sustancias químicas	3
2018	Tala	C	Fabricación de vehículos automotores, remolques y semirremolques	14
2018	Tala	D	Suministro de electricidad, gas, vapor y aire acondicionado	28
2018	Tala	E	Captación, tratamiento y distribución de agua	13
2018	Tala	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2018	Tala	F	Actividades especializadas de construcción 	10
2018	Tala	F	Construcción de edificios y partes	17
2018	Tala	F	Obras de ingeniería civil	63
2018	Tala	G	Comercio al por mayor excepto autos y motos	128
2018	Tala	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	27
2018	Tala	G	Comercio al por menor excepto autos y motos	223
2018	Tala	H	Almacenamiento y actividades de apoyo al transporte	4
2018	Tala	H	Servicio de correo y mensajería	10
2018	Tala	H	Transporte acuático	NA
2018	Tala	H	Transporte aéreo	NA
2018	Tala	H	Transporte terrestre y por tuberías	61
2018	Tala	I	Servicios de alojamiento	17
2018	Tala	I	Servicios de expendio de alimentos y bebidas	20
2018	Tala	J	Edición	NA
2018	Tala	J	Programación y transmisiones de TV y radio	24
2018	Tala	J	Servicios de programación, consultoría informática y actividades conexas	9
2018	Tala	J	Telecomunicaciones	6
2018	Tala	K	Servicios auxiliares de la actividad financiera y de seguros	4
2018	Tala	K	Servicios de seguros, reaseguros y pensiones	14
2018	Tala	K	Servicios financieros (excepto seguros y pensiones)	33
2018	Tala	L	Servicios inmobiliarios	22
2018	Tala	M	Investigación y desarrollo científico	NA
2018	Tala	M	Otras actividades profesionales, científicas y técnicas	NA
2018	Tala	M	Servicios de arquitectura e ingeniería	5
2018	Tala	M	Servicios de publicidad e investigación de mercado	4
2018	Tala	M	Servicios jurídicos y de contabilidad	20
2018	Tala	M	Servicios y asesoramiento de dirección y gestión empresarial	5
2018	Tala	N	Actividades administrativas y de apoyo a oficinas y empresas	16
2018	Tala	N	Actividades de investigación y seguridad	7
2018	Tala	N	Agencias de viajes, servicios de reservas y actividades conexas	NA
2018	Tala	N	Alquiler y arrendamiento	12
2018	Tala	N	Servicios a edificios y actividades de jardinería	12
2018	Tala	P	Enseñanza	104
2018	Tala	Q	Actividades de atención en instituciones	14
2018	Tala	Q	Servicios de salud humana	36
2018	Tala	R	Actividades deportivas, recreativas y de entretenimiento	5
2018	Tala	R	Juegos de azar y apuestas	NA
2018	Tala	R	Servicios artísticos y de espectáculos	3
2018	Tala	S	Otros servicios personales	8
2018	Tala	S	Servicios de asociaciones	126
2018	Uruguay	Otro	Otros sectores	70
2018	Uruguay	A	Agricultura, ganadería, caza y servicios relacionados	628
2018	Uruguay	A	Pesca y acuicultura	40
2018	Uruguay	A	Silvicultura y explotación forestal	20
2018	Uruguay	B	Actividades de apoyo al petróleo y la minería	4
2018	Uruguay	B	Extracción de otros minerales	58
2018	Uruguay	B	Extracción de petróleo crudo y gas natural	20
2018	Uruguay	C	Elaboracion de productos farmacéuticos	47
2018	Uruguay	C	Elaboración de bebidas	24
2018	Uruguay	C	Elaboración de prendas de vestir	9
2018	Uruguay	C	Elaboración de productos alimenticios	2882
2018	Uruguay	C	Elaboración de productos de cuero y calzado	5
2018	Uruguay	C	Elaboración de productos de madera	137
2018	Uruguay	C	Elaboración de productos de papel	42
2018	Uruguay	C	Elaboración de productos de tabaco	NA
2018	Uruguay	C	Elaboración de productos textiles	27
2018	Uruguay	C	Fabricación de equipo eléctrico	10
2018	Uruguay	C	Fabricación de maquinarias	69
2018	Uruguay	C	Fabricación de metales comunes	7
2018	Uruguay	C	Fabricación de muebles	8
2018	Uruguay	C	Fabricación de otros equipos de transporte	6
2018	Uruguay	C	Fabricación de productos de caucho y vidrio	23
2018	Uruguay	C	Fabricación de productos de informática, de electrónica y de óptica	4
2018	Uruguay	C	Fabricación de productos de vidrio y otros minerales no metálicos	12
2018	Uruguay	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	76
2018	Uruguay	C	Fabricación de sustancias químicas	14
2018	Uruguay	C	Fabricación de vehículos automotores, remolques y semirremolques	235
2018	Uruguay	C	Imprentas y editoriales	13
2018	Uruguay	C	Otras industrias manufactureras	3
2018	Uruguay	C	Reparación e instalación de maquinaria y equipo	3
2018	Uruguay	D	Suministro de electricidad, gas, vapor y aire acondicionado	163
2018	Uruguay	E	Captación, tratamiento y distribución de agua	11
2018	Uruguay	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2018	Uruguay	F	Actividades especializadas de construcción 	192
2018	Uruguay	F	Construcción de edificios y partes	365
2018	Uruguay	F	Obras de ingeniería civil	322
2018	Uruguay	G	Comercio al por mayor excepto autos y motos	834
2018	Uruguay	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	272
2018	Uruguay	G	Comercio al por menor excepto autos y motos	1202
2018	Uruguay	H	Almacenamiento y actividades de apoyo al transporte	120
2018	Uruguay	H	Servicio de correo y mensajería	59
2018	Uruguay	H	Transporte acuático	14
2018	Uruguay	H	Transporte aéreo	3
2018	Uruguay	H	Transporte terrestre y por tuberías	530
2018	Uruguay	I	Servicios de alojamiento	104
2018	Uruguay	I	Servicios de expendio de alimentos y bebidas	258
2018	Uruguay	J	Actividades de procesamiento de información	5
2018	Uruguay	J	Edición	28
2018	Uruguay	J	Programación y transmisiones de TV y radio	69
2018	Uruguay	J	Servicios audiovisuales	8
2018	Uruguay	J	Servicios de programación, consultoría informática y actividades conexas	143
2018	Uruguay	J	Telecomunicaciones	82
2018	Uruguay	K	Servicios auxiliares de la actividad financiera y de seguros	9
2018	Uruguay	K	Servicios de seguros, reaseguros y pensiones	307
2018	Uruguay	K	Servicios financieros (excepto seguros y pensiones)	216
2018	Uruguay	L	Servicios inmobiliarios	62
2018	Uruguay	M	Investigación y desarrollo científico	NA
2018	Uruguay	M	Otras actividades profesionales, científicas y técnicas	8
2018	Uruguay	M	Servicios de arquitectura e ingeniería	35
2018	Uruguay	M	Servicios de publicidad e investigación de mercado	8
2018	Uruguay	M	Servicios jurídicos y de contabilidad	84
2018	Uruguay	M	Servicios veterinarios	NA
2018	Uruguay	M	Servicios y asesoramiento de dirección y gestión empresarial	27
2018	Uruguay	N	Actividades administrativas y de apoyo a oficinas y empresas	58
2018	Uruguay	N	Actividades de investigación y seguridad	128
2018	Uruguay	N	Agencias de viajes, servicios de reservas y actividades conexas	5
2018	Uruguay	N	Alquiler y arrendamiento	13
2018	Uruguay	N	Servicios a edificios y actividades de jardinería	131
2018	Uruguay	N	Servicios de obtención y dotación de personal	10
2018	Uruguay	P	Enseñanza	1558
2018	Uruguay	Q	Actividades de atención en instituciones	37
2018	Uruguay	Q	Actividades de atención sin alojamiento	NA
2018	Uruguay	Q	Servicios de salud humana	413
2018	Uruguay	R	Actividades deportivas, recreativas y de entretenimiento	67
2018	Uruguay	R	Juegos de azar y apuestas	16
2018	Uruguay	R	Servicios artísticos y de espectáculos	5
2018	Uruguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	3
2018	Uruguay	S	Otros servicios personales	99
2018	Uruguay	S	Reparación de computadoras y equipos de uso doméstico	5
2018	Uruguay	S	Servicios de asociaciones	474
2018	Victoria	Otro	Otros sectores	12
2018	Victoria	A	Agricultura, ganadería, caza y servicios relacionados	441
2018	Victoria	A	Pesca y acuicultura	33
2018	Victoria	B	Actividades de apoyo al petróleo y la minería	NA
2018	Victoria	B	Extracción de minerales metálicos	NA
2018	Victoria	B	Extracción de otros minerales	12
2018	Victoria	C	Elaboracion de productos farmacéuticos	3
2018	Victoria	C	Elaboración de bebidas	10
2018	Victoria	C	Elaboración de prendas de vestir	NA
2018	Victoria	C	Elaboración de productos alimenticios	345
2018	Victoria	C	Elaboración de productos de cuero y calzado	NA
2018	Victoria	C	Elaboración de productos de madera	NA
2018	Victoria	C	Elaboración de productos de papel	NA
2018	Victoria	C	Elaboración de productos textiles	NA
2018	Victoria	C	Fabricación de equipo eléctrico	4
2018	Victoria	C	Fabricación de maquinarias	13
2018	Victoria	C	Fabricación de metales comunes	5
2018	Victoria	C	Fabricación de productos de caucho y vidrio	4
2018	Victoria	C	Fabricación de productos de informática, de electrónica y de óptica	4
2018	Victoria	C	Fabricación de productos de vidrio y otros minerales no metálicos	132
2018	Victoria	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	20
2018	Victoria	C	Fabricación de sustancias químicas	14
2018	Victoria	C	Fabricación de vehículos automotores, remolques y semirremolques	6
2018	Victoria	C	Imprentas y editoriales	5
